Name,Age,Salary,Email,Join_Date,Gender,Department,Rating
Jacqueline Ramos,59,61885,martinarmstrong@myers-turner.com,21-10-2023,Male,Finance,2.6
Valerie Torres,29,131714,butlersean@wilkins-perry.com,12-04-2020,Male,Operations,3.9
Daniel Nguyen,38,109682,daniel56@yang.com,11-06-2025,Male,Operations,2.8
Mr. Calvin Tanner MD,24,116725,ulopez@johnson-wheeler.com,22-09-2022,Other,Admin,2
Lance Lopez,41,107051,tayloralicia@hotmail.com,26-08-2023,Other,Marketing,3.4
James Thomas,43,67624,qjackson@hotmail.com,16-05-2016,Other,Admin,2.9
Megan Richardson,44,96243,ijones@morales.com,04-09-2023,Female,Finance,1.2
Jose Kline,22,113874,emilyparker@gmail.com,02-08-2023,Other,Finance,2.1
Charlotte Logan,37,126848,randall46@hotmail.com,14-11-2024,Female,IT,2.8
Lindsay Kelley,23,95673,mark87@gmail.com,11-05-2020,Other,Marketing,3.2
Melinda Wright,32,124959,aobrien@yahoo.com,15-02-2020,Female,Finance,5
Travis Mcmillan,42,34076,michaellarson@davis.net,18-05-2016,Male,HR,4.2
Melissa Wright,38,73456,christopher29@harris.info,11-12-2017,Female,Sales,1.3
Mark Wade,48,34375,atran@murray.com,21-06-2018,Other,Admin,3.4
Earl Green,34,87653,donald32@gmail.com,15-07-2019,Other,IT,1.8
Patrick Ortega,24,99016,stacey35@davis.net,03-07-2017,Male,Sales,3.6
Amber Fisher MD,27,98962,tracynash@raymond.biz,14-10-2020,Female,Finance,4.2
Ray Gonzalez,48,40711,tjones@gmail.com,06-03-2018,Male,IT,4.4
Megan Zuniga,54,125601,deanna09@gmail.com,07-09-2017,Male,Finance,4.2
Vanessa Shepard,53,103527,hamiltonjames@gmail.com,02-01-2019,Male,Sales,2.6
Aaron Ramirez,41,39379,zcarlson@alexander-preston.biz,26-11-2017,Male,Operations,3.4
Daniel Gomez,29,42458,raymond44@ellis.com,30-03-2024,Male,Finance,3
Melissa Young,22,138112,mhughes@yahoo.com,03-04-2023,Other,Finance,4.5
Cynthia Callahan,37,148751,mfigueroa@johnson.com,08-10-2019,Other,Operations,4.5
Jessica Walker,58,89400,martinandrea@rivers.com,22-02-2021,Female,Admin,2.1
Ryan Meyer,37,124737,yhunter@burns.net,08-06-2016,Female,HR,4.7
Austin Evans,53,115764,rosslaura@hotmail.com,21-08-2020,Female,Operations,1
Joshua Russell,53,34867,omack@yahoo.com,03-06-2017,Female,Marketing,3.1
Monica Rivera,31,136050,nsalazar@mccoy-wilson.com,16-01-2016,Male,HR,2.8
Bryce Avery,51,100530,debbiehubbard@hotmail.com,20-04-2017,Male,HR,1.4
Elizabeth Ward,42,87970,ohernandez@yahoo.com,13-03-2024,Other,Finance,1.5
Daniel Smith,56,82084,yvillanueva@hines-colon.net,21-09-2016,Female,Marketing,2
Christie Edwards,55,111112,stacey75@maldonado-adams.com,09-11-2020,Other,Marketing,4.7
Isaiah Nelson,54,90022,cluna@hotmail.com,25-03-2021,Other,Sales,1.1
Angelica Foster,36,53151,kristinewatson@yahoo.com,24-05-2019,Female,HR,2.5
Nicole Shepherd,43,62508,kathy84@stokes.com,19-09-2016,Female,Admin,4.1
Robert Burgess,42,101659,pcase@yahoo.com,01-02-2022,Male,Admin,3.2
Thomas Jones,51,60043,thompsongary@simon.com,09-07-2021,Female,Marketing,2.5
April Mejia,31,95766,michaelhamilton@adkins.info,03-02-2017,Male,IT,3.9
Christopher Jones,49,68183,amandabaker@martinez.com,29-11-2024,Female,HR,3
Timothy Mullen,33,143635,jason16@yahoo.com,30-09-2024,Male,IT,3
Joseph Farmer,47,118972,keithmartinez@lawson.com,02-11-2019,Other,Sales,1.8
Eric Ryan,37,81786,amanda43@gmail.com,09-09-2020,Other,Finance,3.4
Jerry Brown,59,146667,jeffreyrobinson@frazier.com,30-06-2022,Female,Sales,1.9
Kathy Pena,27,80764,janice35@lane-young.biz,15-05-2023,Male,Operations,1.5
Joseph Christian,53,94977,perrymaureen@jimenez.com,03-01-2025,Other,IT,2.8
Joyce Knapp,22,87765,pbarker@sanchez.net,29-10-2023,Female,HR,1.3
Bryan Richards,31,77366,brittany77@gmail.com,31-07-2020,Male,Finance,2.5
Caitlin Kelly,23,80848,bradleyparrish@gmail.com,28-12-2022,Female,IT,4.5
Jennifer Smith,39,77037,powellanthony@gmail.com,27-04-2024,Female,Marketing,5
Eileen Thompson MD,28,130255,john77@gmail.com,16-03-2022,Other,Sales,4.6
Felicia Shaw,34,62103,rmeza@chen.com,20-08-2023,Other,Marketing,1.7
Ashley Lee,37,68447,rodriguezbrooke@hotmail.com,05-03-2021,Female,Admin,4.3
Leslie Kennedy,46,78649,imichael@strickland-cole.com,26-09-2022,Other,HR,4.8
John Mayo,40,32686,ydavis@hotmail.com,27-06-2017,Other,Admin,1.8
Audrey Zimmerman,56,60814,wholt@stewart-schultz.biz,12-06-2021,Other,HR,1.4
Wayne Frank,34,118604,kiara71@hotmail.com,29-08-2023,Male,HR,3.8
Clifford Petersen,48,30590,jstewart@carter-hendricks.biz,10-03-2024,Other,IT,4.8
Dawn Coleman,55,35050,russellwilliam@brown.com,16-12-2021,Female,HR,3.9
Ashley Peterson,51,65620,karen31@moore-anderson.com,13-12-2017,Male,Finance,1.1
Raymond Tran,24,127116,pgonzalez@garrett.org,23-11-2021,Male,Admin,4.7
Danny Pierce,42,122972,jamesbarrera@ponce.org,18-08-2023,Male,Finance,2.1
Juan Cox,28,137064,mcculloughchristopher@berry.com,10-12-2020,Female,HR,1.5
Gregory Gray,44,36285,sarah23@cooper.com,25-09-2021,Other,Sales,1.6
Sandy Short,57,121716,davidtodd@gmail.com,24-02-2023,Female,Operations,4.5
Aaron Campbell,42,78035,kellylindsey@gmail.com,23-11-2019,Other,Sales,4.1
Tammy Webb,47,127352,tinamoses@watkins.com,04-09-2016,Male,HR,1.1
Clifford Johnson,26,148309,laura61@yahoo.com,10-01-2025,Male,IT,2.6
Amanda Elliott,55,145249,portershawn@hotmail.com,15-04-2025,Female,HR,3.1
Susan Hall,46,117158,jessicarichards@yahoo.com,11-02-2025,Female,Finance,1.6
Dwayne Kennedy,49,79255,stricklandjoshua@stein.org,06-10-2021,Male,IT,4.8
Robert Parks,49,50206,maxwelljoseph@gmail.com,08-07-2020,Female,Operations,1.8
Jill Berger,23,84768,fanderson@rogers.com,29-10-2018,Male,Sales,1.6
Henry Proctor,45,79813,kelseykim@hotmail.com,19-12-2016,Male,Admin,3.9
Charlotte Garcia,58,107462,michael03@yahoo.com,02-12-2021,Male,Operations,2.1
Cynthia Moore,58,106428,orodriguez@gmail.com,16-07-2018,Male,HR,1.7
Ronnie Gordon,43,76794,steven22@gmail.com,24-07-2024,Female,Finance,3.1
Stephanie Lane,51,71973,michael11@ewing-pearson.com,02-07-2021,Male,Sales,3.6
Corey Potter,24,43003,andrademeghan@gmail.com,20-04-2021,Male,Marketing,1.1
Ian Taylor,50,99111,pattersonjohn@armstrong.com,06-07-2017,Male,Finance,1.1
Jerry Stone,28,42455,james56@george.com,08-04-2016,Female,Sales,4.3
Matthew Torres,25,55690,desiree11@hotmail.com,17-07-2016,Other,Sales,1.6
Taylor Trujillo,34,103943,robinpeterson@morris.com,15-01-2017,Female,Finance,4.8
Michele Shields,47,143976,thomasnathaniel@johnson-ochoa.org,11-09-2023,Other,IT,3.2
Carly Martin,41,32335,norma75@morris.com,23-05-2021,Male,Operations,2.4
Heather Richard,52,31891,camachomelanie@hotmail.com,12-03-2025,Other,Admin,4.5
Jonathan Clarke,60,116948,johnsonbeth@wilson.com,07-12-2023,Female,HR,4.3
William Bates,24,107520,parkerchristopher@parsons-kaiser.biz,01-03-2025,Other,Marketing,2.9
Vanessa Thomas,30,132285,rstanley@anderson.com,11-03-2025,Other,HR,2.6
Andrew Roberts,26,98111,haneybarbara@lynch-melendez.com,13-12-2018,Male,IT,3.7
Lisa Logan,40,145253,turnerrose@wheeler.biz,02-01-2022,Male,Finance,2.4
Kayla Craig,60,52558,scottgilbert@yahoo.com,27-07-2021,Other,Operations,3.2
Roger Schneider,37,110703,angelicadavis@ross.info,07-08-2025,Other,Marketing,2.5
Mark Cruz,34,51731,cpalmer@miller-miller.com,03-05-2017,Female,Marketing,1.7
Matthew Wilson,28,89125,twilson@gmail.com,29-04-2024,Female,Admin,4.9
John Duncan,36,100003,allenann@hotmail.com,04-07-2025,Male,Marketing,4.7
Michael Anderson,47,89404,ryanandrade@martin.info,22-02-2019,Female,Marketing,1.5
Robert Williams,24,62659,peterdodson@cook.com,11-06-2017,Other,Finance,2.2
Douglas Blackburn,26,63108,butlerandrew@sanchez.com,04-03-2019,Female,Operations,4.9
Scott Keith,41,96990,taylorwilliam@williams-hickman.net,20-12-2015,Female,HR,1.7
Traci Gordon,57,57994,tiffanyburton@yahoo.com,04-11-2019,Male,HR,4.1
Nancy Gomez,57,59176,csmith@yahoo.com,27-03-2019,Female,IT,4.2
Stephanie Reed,31,67784,gailcampbell@ellison.com,23-12-2024,Other,Marketing,1.6
Sandra Phillips,42,81805,anthonythomas@hotmail.com,09-04-2019,Female,Marketing,3.7
Roger Bean,37,33214,riveraregina@yahoo.com,31-05-2017,Female,Operations,3.1
Brian Brown MD,58,130046,joshua41@gmail.com,12-03-2021,Other,Operations,2
Joshua Walter,54,131067,briana35@stevens-webster.com,17-11-2016,Female,Admin,4.8
Thomas Kim,28,116665,adam16@yahoo.com,12-01-2022,Other,Marketing,2.6
Karen Jacobs,40,101270,wmayer@gmail.com,18-08-2016,Female,Operations,3.3
Lauren Woods,27,136430,ydavis@gmail.com,24-12-2021,Other,Operations,2.1
David Martinez,39,145777,smithalfred@jones.info,12-07-2024,Female,Finance,3.5
Christopher Wood,28,134049,pagemichelle@gmail.com,02-06-2021,Male,Admin,2.7
Ryan Palmer,36,81367,jacquelinemiller@guzman.com,01-04-2024,Female,IT,2.5
Carolyn Patel,56,92354,allenapril@stuart.com,17-04-2020,Other,IT,2
Stephanie Wilson,59,123602,piercetaylor@hotmail.com,26-12-2023,Female,Finance,3
Joseph Romero,54,38885,chadwilliams@walsh.org,29-10-2021,Male,HR,1.3
Nicholas Reyes,51,127197,rebeccalee@kim-moody.com,08-11-2020,Female,Sales,4.3
Rachel Rogers,28,142929,collinstodd@gmail.com,22-04-2020,Female,Marketing,3.6
Brian Ruiz,42,116137,michael66@beck.com,10-05-2017,Other,Finance,3.4
Jennifer Hopkins,22,33445,alexmcbride@davis-murray.net,01-04-2016,Other,Admin,1.5
Stephen Gallegos,29,57178,randallbrian@simon-clark.com,28-04-2016,Male,Admin,2.8
Christine Rice,31,40466,paulkennedy@ball.com,21-10-2017,Other,Operations,1.2
Robin Gonzalez,55,102227,ian59@williams-price.com,20-10-2018,Female,Sales,4
Jesus Garcia,37,125370,vcollins@gmail.com,04-12-2021,Other,Admin,2.4
Rebecca Scott,47,49564,laurentran@colon-robinson.com,04-04-2017,Female,HR,3.8
Matthew Mendoza,25,132093,anthony40@santiago.com,21-04-2025,Other,Finance,2.6
Michael Brown,55,73497,ythomas@gmail.com,17-07-2018,Female,Operations,4.5
Angela Carr,60,59954,lawrencedavid@garza-garcia.com,28-02-2018,Other,Operations,3.6
Angela Guzman,54,66288,williamwade@scott.com,18-09-2018,Other,Operations,3.3
Janet Johnson,52,45413,danielgalloway@hotmail.com,07-02-2023,Female,Admin,4.4
John Duncan,27,141451,harrispaula@gmail.com,18-08-2016,Female,Admin,3.5
Patrick Roberts,40,45557,ambersmith@gould.biz,02-10-2020,Male,IT,3.8
Patricia Grant MD,42,108365,iwalls@williams.com,22-02-2016,Female,Finance,4.4
Mr. Arthur Gonzalez,34,69540,ambermora@dean.org,03-10-2025,Female,Finance,1.9
Miranda Sanchez,59,30266,cjohnson@hotmail.com,06-11-2025,Other,Sales,2.5
Jacob Coleman,40,36905,bmcgrath@norton-west.info,09-02-2021,Female,Operations,4.3
Latoya Mason,36,39446,stonerachael@marshall-huang.info,08-12-2016,Male,Operations,2.7
Luis Ortega,54,107800,gmartinez@murillo-joseph.com,29-03-2016,Other,Operations,2.4
Jeffrey Romero,50,78448,regina17@evans-martin.info,27-07-2024,Other,Admin,2.8
John Phillips,60,117068,thomascaldwell@carter.com,02-07-2021,Male,Admin,2.8
Wendy Anderson,26,67392,evansjoseph@gmail.com,11-10-2023,Male,Operations,2.5
Angel Elliott,46,127218,proth@hotmail.com,20-12-2015,Male,Finance,4.1
Courtney Thomas,38,84574,xpollard@gmail.com,21-11-2016,Female,Operations,2.6
John Davidson,22,109740,shaun71@peters.com,03-05-2019,Male,Operations,1.3
Dennis Tate,58,96426,brose@scott.com,01-11-2018,Female,Finance,3.5
Lauren Hayden,42,99227,charles86@hotmail.com,05-09-2016,Male,Sales,3.9
Karen Bowman,53,126082,alyssa56@terrell.net,12-11-2019,Other,Finance,1.6
Vanessa Garcia,26,140559,cheryl73@yahoo.com,22-02-2017,Male,Operations,2.3
Carl Mcdonald,29,54726,powersbeth@yahoo.com,10-02-2022,Other,Admin,3.3
Shannon Moran,22,40879,smithlisa@ramirez.com,13-09-2019,Other,Finance,3.5
Brian King,29,42022,robertsbrian@hotmail.com,26-04-2021,Male,Admin,4.8
William Livingston,59,39112,yhernandez@yahoo.com,19-01-2021,Female,Sales,3.1
Jennifer Henry,33,126685,ngray@clark-johnson.com,24-10-2020,Female,IT,3.5
Taylor Wilson,30,118663,ynelson@bryant.info,25-08-2022,Female,Admin,4.5
Mark Pennington,44,117170,ajones@yahoo.com,17-10-2025,Female,Sales,1.5
Collin Jones,36,42448,robertcombs@yahoo.com,20-01-2021,Female,Admin,1.2
Debra Castillo,37,134609,stacie26@alvarez-bailey.com,02-12-2021,Female,Finance,3.7
Russell Clark,22,138149,pbrooks@yahoo.com,28-02-2024,Male,HR,1.8
Frank Nichols,24,34304,williamthomas@yahoo.com,14-03-2025,Female,IT,1.7
Cynthia Edwards,22,65488,pettyalyssa@hotmail.com,26-11-2016,Male,Admin,2.4
Marcus Russell,48,93489,turnerthomas@yahoo.com,18-05-2023,Other,Finance,1.1
Frederick Buchanan,26,91041,wsparks@garcia-cook.com,15-04-2022,Male,HR,3.2
Lori Casey,45,72974,medinachristopher@jacobs.com,13-07-2017,Female,Sales,2.4
Amy Warren,33,33598,jackgonzales@yahoo.com,24-08-2017,Female,Marketing,2
Christopher Potter,27,121400,whernandez@mitchell.com,23-11-2024,Male,Marketing,3.4
Linda Adams,36,75824,aaron53@yahoo.com,14-04-2016,Male,Admin,2.9
Katelyn Sanders,32,123511,jodi64@hendricks.info,22-01-2017,Other,Sales,4.8
Stephanie Jones,53,75566,salazarerika@shaw.info,22-01-2022,Male,Operations,2.4
Bonnie Miller,58,117137,shawnmacias@charles.info,19-06-2025,Male,Finance,1.2
Michael Dorsey,53,89020,timothyrice@williamson-johnson.com,31-12-2018,Other,Operations,1.7
Leslie Thomas,42,87330,swilliams@fuller.com,29-08-2022,Other,Marketing,2.7
Jesus Taylor,57,49195,carnold@barton-martin.com,18-04-2021,Male,HR,3.1
Lauren Drake,41,129319,davistanya@gonzalez.net,09-09-2020,Male,Operations,4
Logan Miller,58,100146,rodriguezlinda@cunningham.biz,10-01-2021,Female,HR,1.2
Mark Chapman,51,110217,matthew14@yahoo.com,09-06-2020,Female,HR,2.5
Tina Macias,31,114924,anna73@taylor.net,03-01-2020,Other,Admin,3.3
James Hale,52,37785,williamschad@hotmail.com,15-02-2016,Female,Finance,2.2
Veronica Thompson,36,119842,carla50@hotmail.com,23-09-2024,Other,IT,2.1
Anna Edwards,38,119189,barry15@gmail.com,21-01-2023,Male,Sales,3.5
Kelsey Green,22,124468,cjones@johnson-mitchell.org,02-01-2017,Female,Marketing,1.7
Bradley Boyle,58,147949,rebecca11@yahoo.com,28-11-2016,Other,HR,3.9
Robin Sanchez,51,63151,matthew45@gmail.com,20-02-2018,Other,Operations,2.6
Gloria West,28,126192,smithangela@gmail.com,13-06-2020,Male,Marketing,1
Heather Mclean,53,52625,carl85@mcintosh.com,11-07-2024,Other,Sales,4.4
Ryan Doyle,36,30313,luiskidd@hernandez-glover.info,14-07-2022,Male,Finance,4.2
Mark Austin,59,88550,sara88@gmail.com,10-03-2023,Other,HR,4.9
Joseph Ayala,32,79015,ashley38@hotmail.com,11-10-2024,Female,Marketing,4.1
Johnny Bauer,40,119222,ericaconway@diaz.com,26-11-2024,Other,IT,2.6
Crystal Harris,23,42999,williamsyolanda@boyer.net,03-03-2022,Other,Finance,3
Jason Bryan,35,143317,scott88@nelson.org,16-01-2016,Female,Admin,4.5
Ariana Spears,51,77081,pburch@grant.net,25-02-2016,Female,IT,2
Alexis Horn,55,142850,currymichael@jennings.com,31-10-2021,Female,Admin,3.1
Kimberly Dickerson,31,101245,david98@elliott.com,01-03-2025,Female,Admin,3.3
Lindsay Guzman,37,49821,kimberly48@mccormick-oconnor.com,18-08-2020,Other,Marketing,4.9
Michael Taylor,25,110468,thomaskara@gmail.com,01-12-2021,Female,Sales,3.6
Brian Simmons,49,97230,cooperstephen@hotmail.com,22-04-2016,Female,Marketing,3.3
Thomas Gutierrez,54,87103,travis88@king.com,13-05-2023,Female,Marketing,4.4
Patrick Peck,52,91366,xdonovan@yahoo.com,29-08-2020,Female,Admin,1
Christopher Powell,41,51429,carl72@keller.com,25-07-2021,Other,Operations,1.4
Elizabeth Smith,41,91935,patriciabrock@hotmail.com,23-10-2017,Other,Finance,4.5
Jesse Stuart,35,63094,taylor11@garcia-pierce.org,22-12-2021,Male,HR,2.4
Curtis Tran,60,38416,bennettmichael@ortiz.com,10-07-2020,Female,Admin,3.1
Jessica Mcbride,43,110419,ojohnson@yahoo.com,08-05-2023,Male,Operations,1.2
Stephanie Mcdowell,58,34334,mirandajose@hotmail.com,07-12-2020,Female,IT,2.5
Kelly Rodgers,58,89897,karen66@wheeler-martin.com,30-12-2017,Other,Operations,3.8
Alexander Brady,35,73043,stephanie00@steele.com,30-04-2016,Other,IT,4.3
Joanna Ross,46,143195,michael24@yahoo.com,03-11-2025,Other,Marketing,2.2
Shelly Vaughn,56,89511,jperez@miller.com,28-10-2016,Female,Marketing,1.7
Robert Powell,49,66585,bowmanjonathan@moore.info,02-10-2021,Other,Finance,1.6
Anthony Reed,28,94552,emma96@blair.com,19-08-2022,Male,Finance,1.2
Laurie Gentry,31,129158,michaelrivera@yahoo.com,29-07-2017,Other,Finance,3
Dakota Nichols,39,33036,dferguson@brown.biz,12-03-2025,Female,Sales,3
Jennifer Gross,50,97959,leahbrown@butler.com,12-05-2024,Female,Sales,2.5
Dustin Doyle,60,45327,mendozamelanie@hotmail.com,04-06-2018,Female,IT,3.9
Stacy Price,22,92960,scotthill@duarte.com,18-02-2024,Female,Finance,4.9
Eric Le,28,109995,brendanwhite@grant.com,22-02-2023,Male,Sales,2.9
Taylor Roy,30,66793,jordanwilson@burgess.com,17-09-2023,Female,Admin,2.3
Matthew Franklin,25,53130,zstone@horn.biz,14-08-2025,Female,Sales,1.9
Gregory Townsend MD,31,40413,vhill@wheeler.org,30-11-2024,Male,HR,1.4
Cynthia Jackson,37,61207,ymiller@gmail.com,02-08-2021,Other,Sales,2.1
Melissa Cameron,60,137671,darleneadkins@clark.net,26-08-2017,Female,IT,1.6
Ashley Joyce,43,44032,amanda27@rhodes-chandler.com,06-08-2020,Male,Operations,2.4
Benjamin Brewer,53,128891,brandon27@hernandez.org,02-07-2024,Other,Finance,1.4
John Kelly,57,75763,rebecca27@crane.net,13-07-2016,Male,Finance,1.3
Sharon Jenkins,51,83113,chrismiller@willis-duncan.info,02-07-2023,Male,IT,3.1
James Terry,49,33245,carrierodriguez@hotmail.com,14-07-2022,Other,Finance,3.9
Melissa Morris,47,62960,cassandrahardin@gmail.com,04-04-2025,Male,Sales,1.9
Ian Smith,24,75744,williamscole@weaver.com,13-10-2020,Other,Finance,4.3
Alex Garcia,57,79239,bensonmaria@martinez-moon.com,15-08-2016,Other,Finance,3.4
Manuel Wong,59,131572,erikbaker@hopkins-snyder.com,23-06-2020,Male,IT,3.3
Austin Richardson,56,68229,lisadavis@singh.net,18-04-2023,Female,Operations,2.8
Madison Mcguire,35,142842,sonya34@gmail.com,03-08-2024,Other,Operations,4.3
Anthony Woods,33,117185,clarenceeaton@yahoo.com,16-07-2020,Male,Sales,5
Stephen Cole,42,36033,andrewklein@herrera.com,21-05-2022,Male,Finance,1.1
Jeffrey Becker,52,62815,tyler56@contreras-martinez.net,10-07-2023,Male,HR,4.7
Michael Russell,38,118454,fhenson@yahoo.com,05-05-2019,Male,Finance,4
Adam Neal,39,135788,cookmichelle@martinez.com,18-01-2023,Other,Sales,1.6
Chloe Snyder,53,74539,parkstodd@yahoo.com,21-12-2021,Female,IT,3
Ricky Johnson,36,112045,hailey14@gmail.com,05-12-2021,Female,HR,3.1
Justin Evans,50,126016,ngillespie@osborn.com,13-08-2020,Female,Operations,2.8
Kerri Brown,27,125786,michaelsmith@yahoo.com,17-11-2016,Male,Marketing,4.7
Maria Cummings,24,139287,meyersveronica@hotmail.com,27-01-2020,Female,Finance,3.1
Kimberly Mitchell,33,105220,deanashley@dennis-beasley.com,08-09-2020,Other,IT,5
Alexa Anderson,53,96064,janetjimenez@martinez-larson.com,11-06-2024,Male,IT,3.4
James Patterson,49,43196,cmason@hotmail.com,14-01-2025,Male,Finance,2
Brian Gray,29,75848,jesuscook@ortega-evans.com,07-04-2017,Female,HR,4.1
Taylor Moreno,54,54794,gloriasalazar@gmail.com,30-06-2019,Other,Finance,1
Steven Francis,54,119240,smithsarah@hotmail.com,04-09-2019,Male,Finance,1.2
Jennifer Phillips,27,134584,philip92@hotmail.com,15-04-2019,Other,Admin,4.8
Brian Pham,30,126776,antoniomoon@walters.com,15-11-2022,Female,Finance,3.6
Tammy Newman,27,82442,christybowers@daniel.com,20-08-2020,Male,Operations,3.3
Nicholas Rojas,59,113809,carla89@yahoo.com,12-05-2025,Female,IT,3.4
Samantha Thomas,26,101547,ashleymoore@gmail.com,05-08-2019,Male,Admin,1.8
Lauren Best,33,36466,calvarez@lucas.com,06-03-2017,Other,Sales,2.7
Joshua Carter,48,118363,sandra80@yahoo.com,18-01-2025,Female,Marketing,3.9
Brian Freeman,42,59777,nathanconner@edwards.biz,22-01-2021,Other,HR,1.9
Bernard Keller,31,53319,crystal90@franco-barajas.net,21-01-2025,Female,Operations,1.6
Michele Obrien,56,99525,ohicks@jones.info,24-01-2023,Female,Operations,3.9
Brandon Mora,31,101891,wfoster@shaw.org,29-01-2017,Female,Operations,3.2
Robert Garcia,52,148051,gabrielmason@williams-stokes.biz,03-12-2022,Male,Operations,4.1
Janice Hunter,52,143943,samantha15@hotmail.com,25-05-2024,Female,HR,3
Louis Hill,51,52386,jennifermorton@yahoo.com,12-07-2023,Male,IT,1.8
Sean Garrett,59,149095,stevenjones@yahoo.com,27-11-2024,Other,Admin,2.8
Samantha Terry,55,32773,sanchezjeffrey@yahoo.com,27-01-2025,Male,HR,4.8
Amanda Bates,51,45611,julie44@delgado.org,05-11-2020,Other,Admin,2.7
Mr. Michael Shaw,40,54135,stephengay@chapman.com,27-08-2019,Male,Operations,1.5
Mike Montgomery,22,105784,stephenevans@wright.com,28-12-2021,Female,Admin,2.3
Scott Hernandez,45,132356,hannah38@yahoo.com,02-06-2025,Male,HR,2.8
Christine Harris,59,51943,laurarobles@hotmail.com,26-04-2021,Female,Admin,3.8
Stacey Foster,39,146843,brent03@gmail.com,08-09-2020,Female,Admin,3
Courtney Moyer,34,47000,allenjanet@gmail.com,07-01-2023,Female,Admin,4.9
Leslie Morales,59,47598,daniel77@ryan.com,02-07-2017,Male,Operations,1.4
Dawn Lawson,45,107638,andressantiago@hughes-padilla.com,28-06-2025,Other,Operations,1.3
Mark Wolf,40,123616,melissacannon@gmail.com,08-03-2020,Other,Marketing,1.1
David Hoffman,28,44640,bennettwendy@green.com,24-06-2025,Other,IT,3
Derrick Edwards,44,136433,hernandezjohn@ward-garcia.com,01-03-2022,Male,IT,3.4
David Sanchez,23,137757,kayla44@curtis.com,21-02-2022,Male,HR,1.4
Nicole York,52,44766,lawrencecristina@harrison.biz,18-01-2018,Male,Admin,4.3
Stephen Williams,46,55515,maria07@yahoo.com,21-06-2024,Female,IT,2.1
Angela Castro,41,132824,christine77@mathews.org,28-11-2017,Male,Finance,4.4
Michael Morales,41,37128,richard87@williams-sims.info,01-12-2024,Other,Admin,1.4
Thomas Lane,46,118691,ulewis@reyes-cisneros.com,27-10-2023,Female,Finance,4.3
Juan Jackson,44,147158,katiejohnson@hotmail.com,12-10-2024,Female,Admin,1.7
Dawn Phelps,41,41481,matthew90@scott.com,01-02-2021,Female,Marketing,1.1
Ronald Terry,48,56335,erinhudson@gmail.com,01-07-2022,Female,Sales,4.1
Theresa Smith,28,112362,lovechristopher@gmail.com,01-01-2022,Male,Marketing,4.2
Stephanie Franco,43,59559,nlopez@yahoo.com,13-07-2025,Female,Admin,4.4
Lindsey Johnson,40,45972,robertslaura@hotmail.com,16-05-2021,Other,Operations,2.3
Andrea Wilson,27,83375,bday@hotmail.com,17-09-2024,Female,Finance,4.9
Jasmin Sanders,57,108655,huynhkathleen@gmail.com,19-03-2016,Male,Finance,1.1
Taylor Burton,48,131254,wendy35@hotmail.com,04-06-2025,Other,HR,4.9
Sandra Bowen,41,52866,webbedward@yahoo.com,26-11-2022,Other,IT,2.1
Audrey Martinez,33,103874,tim03@miller.com,13-08-2016,Male,Sales,1.4
Tiffany Perez,53,41429,brian15@george.com,25-02-2023,Female,Sales,1.3
Rebekah Nichols,42,101983,nwatkins@steele.com,14-02-2018,Male,Marketing,2.9
Jesus Smith,59,129525,stacy71@sanchez.com,18-01-2020,Male,Operations,2.1
Jose Garza,56,35233,qwest@ross.org,14-04-2019,Other,Sales,1.5
Elizabeth Morrison,50,107146,jamesreed@estrada.info,08-06-2024,Male,Sales,1.7
Brandon Cohen,52,45121,angela41@yahoo.com,31-03-2022,Female,Operations,1.8
Shaun Wilson,30,81613,michael60@strickland-rush.com,04-06-2016,Female,IT,4
Bryan Holden,35,86257,rachel96@manning.com,09-12-2018,Female,Admin,4.2
Cristina Lamb,44,132843,josephross@yahoo.com,10-04-2024,Male,Finance,1.8
Sean Brady,33,60286,kellyemily@yahoo.com,02-12-2020,Female,Admin,1.8
Valerie Day,35,116835,lsimmons@lopez.info,11-01-2023,Other,Admin,1.9
Mark Wilkinson,59,93053,kriley@gmail.com,31-10-2023,Male,Sales,1.3
Kirk Burns,27,81085,jessicaboyd@gmail.com,31-12-2022,Female,IT,3.1
Catherine Hill,51,112019,xlewis@gmail.com,15-10-2016,Male,IT,4.5
John Nelson,48,69555,gabriellegalvan@gmail.com,13-02-2016,Female,Finance,2.9
Tammy Santos,43,119095,jeremiahmoran@gmail.com,11-07-2023,Other,Admin,3
Vincent Wilson,41,131170,orobinson@yahoo.com,10-04-2020,Female,HR,1.9
Adam Maldonado,48,79904,ijenkins@hotmail.com,21-09-2019,Female,Operations,4.6
Mary Miller,38,128133,kparker@brown-johnson.com,11-02-2025,Male,Sales,1.3
Adam Spence,52,136896,lrhodes@figueroa.com,25-05-2022,Female,Admin,2.2
Rebecca Lee,50,46525,malonespencer@hotmail.com,03-10-2018,Female,Finance,1.9
Anthony Cobb,46,148085,sloanwendy@golden.biz,20-09-2024,Other,Admin,2.8
Christina Diaz,23,65098,glenhorn@yahoo.com,05-04-2025,Male,Marketing,2.8
Tara Howard,22,99916,james73@yahoo.com,19-04-2016,Male,Marketing,2.1
Robert Clark,60,75018,terrytrevor@gmail.com,29-10-2016,Female,IT,1.4
Jordan Mooney,53,118169,perrycynthia@gmail.com,24-07-2021,Male,Sales,2.2
Daniel Grant,44,45594,hholden@yahoo.com,09-06-2025,Female,IT,2.5
